Start (s),End (s),Scientific name,Common name,Confidence,File,lat,lon,week,min_conf
0.0,3.0,Thryomanes bewickii,Bewick's Wren,0.7954,Birdsongs Recordings\4ft\Bewicks_Wren_4ft.wav,34.0522,-118.2437,-1,0.01
0.0,3.0,Amphispiza bilineata,Black-throated Sparrow,0.0923,Birdsongs Recordings\4ft\Bewicks_Wren_4ft.wav,34.0522,-118.2437,-1,0.01
0.0,3.0,Melospiza melodia,Song Sparrow,0.0666,Birdsongs Recordings\4ft\Bewicks_Wren_4ft.wav,34.0522,-118.2437,-1,0.01
0.0,3.0,Pipilo maculatus,Spotted Towhee,0.0015,Birdsongs Recordings\4ft\Bewicks_Wren_4ft.wav,34.0522,-118.2437,-1,0.01
0.0,3.0,Sayornis nigricans,Black Phoebe,0.0010,Birdsongs Recordings\4ft\Bewicks_Wren_4ft.wav,34.0522,-118.2437,-1,0.01
0.0,3.0,Junco hyemalis,Dark-eyed Junco,0.0010,Birdsongs Recordings\4ft\Bewicks_Wren_4ft.wav,34.0522,-118.2437,-1,0.01
0.0,3.0,Passerculus sandwichensis,Savannah Sparrow,0.0006,Birdsongs Recordings\4ft\Bewicks_Wren_4ft.wav,34.0522,-118.2437,-1,0.01
0.0,3.0,Zonotrichia leucophrys,White-crowned Sparrow,0.0005,Birdsongs Recordings\4ft\Bewicks_Wren_4ft.wav,34.0522,-118.2437,-1,0.01
0.0,3.0,Leiothlypis celata,Orange-crowned Warbler,0.0005,Birdsongs Recordings\4ft\Bewicks_Wren_4ft.wav,34.0522,-118.2437,-1,0.01
0.0,3.0,Chondestes grammacus,Lark Sparrow,0.0005,Birdsongs Recordings\4ft\Bewicks_Wren_4ft.wav,34.0522,-118.2437,-1,0.01
0.0,3.0,Spizella atrogularis,Black-chinned Sparrow,0.0005,Birdsongs Recordings\4ft\Bewicks_Wren_4ft.wav,34.0522,-118.2437,-1,0.01
0.0,3.0,Spizella passerina,Chipping Sparrow,0.0003,Birdsongs Recordings\4ft\Bewicks_Wren_4ft.wav,34.0522,-118.2437,-1,0.01
0.0,3.0,Pipilo chlorurus,Green-tailed Towhee,0.0003,Birdsongs Recordings\4ft\Bewicks_Wren_4ft.wav,34.0522,-118.2437,-1,0.01
0.0,3.0,Melozone crissalis,California Towhee,0.0002,Birdsongs Recordings\4ft\Bewicks_Wren_4ft.wav,34.0522,-118.2437,-1,0.01
0.0,3.0,Melozone aberti,Abert's Towhee,0.0002,Birdsongs Recordings\4ft\Bewicks_Wren_4ft.wav,34.0522,-118.2437,-1,0.01
0.0,3.0,Spizella breweri,Brewer's Sparrow,0.0002,Birdsongs Recordings\4ft\Bewicks_Wren_4ft.wav,34.0522,-118.2437,-1,0.01
0.0,3.0,Salpinctes obsoletus,Rock Wren,0.0002,Birdsongs Recordings\4ft\Bewicks_Wren_4ft.wav,34.0522,-118.2437,-1,0.01
0.0,3.0,Lanius ludovicianus,Loggerhead Shrike,0.0002,Birdsongs Recordings\4ft\Bewicks_Wren_4ft.wav,34.0522,-118.2437,-1,0.01
0.0,3.0,Empidonax wrightii,Gray Flycatcher,0.0002,Birdsongs Recordings\4ft\Bewicks_Wren_4ft.wav,34.0522,-118.2437,-1,0.01
